tags_collected, time_in_minutes, random_seed
18, 50, 1337
24, 50, 1338
24, 50, 1339
22, 50, 1340
24, 50, 1341
19, 50, 1342
18, 50, 1343
25, 50, 1344
17, 50, 1345
23, 50, 1346
21, 50, 1347
23, 50, 1348
20, 50, 1349
20, 50, 1350
28, 50, 1351
19, 50, 1352
36, 50, 1353
14, 50, 1354
30, 50, 1355
16, 50, 1356
23, 50, 1357
15, 50, 1358
30, 50, 1359
21, 50, 1360
29, 50, 1361
26, 50, 1362
48, 50, 1363
19, 50, 1364
15, 50, 1365
26, 50, 1366
21, 50, 1367
31, 50, 1368
21, 50, 1369
22, 50, 1370
12, 50, 1371
22, 50, 1372
24, 50, 1373
24, 50, 1374
22, 50, 1375
26, 50, 1376
31, 50, 1377
21, 50, 1378
14, 50, 1379
21, 50, 1380
18, 50, 1381
24, 50, 1382
20, 50, 1383
34, 50, 1384
25, 50, 1385
14, 50, 1386
