tags_collected, time_in_minutes, random_seed
15, 40, 1337
19, 40, 1338
17, 40, 1339
32, 40, 1340
18, 40, 1341
11, 40, 1342
18, 40, 1343
11, 40, 1344
12, 40, 1345
16, 40, 1346
16, 40, 1347
14, 40, 1348
11, 40, 1349
17, 40, 1350
20, 40, 1351
28, 40, 1352
17, 40, 1353
11, 40, 1354
15, 40, 1355
18, 40, 1356
16, 40, 1357
19, 40, 1358
21, 40, 1359
17, 40, 1360
17, 40, 1361
20, 40, 1362
20, 40, 1363
14, 40, 1364
16, 40, 1365
17, 40, 1366
15, 40, 1367
22, 40, 1368
22, 40, 1369
20, 40, 1370
15, 40, 1371
12, 40, 1372
21, 40, 1373
18, 40, 1374
11, 40, 1375
19, 40, 1376
24, 40, 1377
24, 40, 1378
12, 40, 1379
17, 40, 1380
15, 40, 1381
19, 40, 1382
16, 40, 1383
30, 40, 1384
14, 40, 1385
15, 40, 1386
