tags_collected, time_in_minutes, random_seed
91, 30, 1337
104, 30, 1338
97, 30, 1339
85, 30, 1340
99, 30, 1341
94, 30, 1342
90, 30, 1343
94, 30, 1344
88, 30, 1345
83, 30, 1346
66, 30, 1347
90, 30, 1348
86, 30, 1349
91, 30, 1350
84, 30, 1351
94, 30, 1352
99, 30, 1353
81, 30, 1354
85, 30, 1355
92, 30, 1356
79, 30, 1357
96, 30, 1358
100, 30, 1359
94, 30, 1360
101, 30, 1361
99, 30, 1362
91, 30, 1363
94, 30, 1364
77, 30, 1365
67, 30, 1366
93, 30, 1367
85, 30, 1368
97, 30, 1369
82, 30, 1370
99, 30, 1371
97, 30, 1372
96, 30, 1373
90, 30, 1374
77, 30, 1375
102, 30, 1376
98, 30, 1377
93, 30, 1378
94, 30, 1379
80, 30, 1380
67, 30, 1381
93, 30, 1382
85, 30, 1383
92, 30, 1384
81, 30, 1385
76, 30, 1386
